wallsMaterial;floorNumber;floorsTotal;totalArea;kitchenArea;latitude;longitude;price
5;4;8;21,6;3;55,555;37,467221;4650000
5;3;8;21,7;3,7;55,555;37,467221;4650000
5;2;8;22,2;4,2;55,555;37,467221;4650000
3;1;5;28;6;55,514315;37,568435;4650000
5;4;17;48;10;55,533216;37,449327;4650000
3;8;9;46;6;56,006507;37,79251;4650000
3;8;9;45,8;6;56,006507;37,79251;4650000
3;2;17;36,7;7,9;55,984637;37,155138;4650000
5;2;14;39,4;8;55,971239;37,155802;4650000
5;1;3;62;11;55,499938;36,918351;4650000
3;7;9;38;6;55,600216;37,167418;4680000
3;16;16;37,5;12,7;55,867041;37,709596;4687500
6;4;7;24;5;55,736995;37,690489;4690000
1;3;3;71,41;13,4;55,493472;36,918863;4699000
2;3;9;19;2,3;55,79304;37,590201;4700000
3;1;9;32,4;7;55,740401;37,834578;4700000
3;5;9;33;7;55,57862;37,644603;4700000
4;12;14;35,6;10;56,009557;37,211282;4700000
1;8;15;41;11,5;55,500524;37,541943;4700000
3;9;9;32;6;55,634375;37,795232;4700000
3;6;9;34;7;55,999375;37,211336;4700000
5;4;25;25;5;55,577266;37,480552;4700000
5;3;4;34;10;55,536278;37,160141;4700000
3;1;12;36,4;8;55,487968;37,305794;4700000
1;6;9;45;8;55,419304;37,405031;4700000
5;1;3;46,6;16;55,536797;37,156377;4700000
2;1;4;45;6;55,413842;37,193415;4700000
1;1;3;52;11;55,494629;36,91977;4700000
3;1;17;31;8;55,80106;37,766917;4700000
2;3;4;26,6;4,3;55,639354;37,800227;4700000
3;1;9;30;7;55,599524;37,654107;4700000
4;1;9;31;7;55,599524;37,654107;4700000
2;10;12;34;7;55,972247;37,162755;4700000
2;1;5;36,6;8;55,500285;37,488044;4700000
3;1;17;36;12;55,503135;37,324784;4700000
2;4;4;38;12;55,493227;37,505121;4700000
3;6;9;38;10;55,518938;37,397063;4700000
5;6;12;39;8;55,549786;37,312999;4700000
2;3;5;44,4;6;55,597602;37,164588;4700000
2;8;9;43,8;9;55,419483;37,405839;4700000
2;5;5;55,2;11;55,325365;37,345733;4700000
2;1;4;34;6;55,819752;37,870843;4750000
2;1;9;33;13;55,485428;37,499579;4750000
1;2;9;46;12;55,544306;37,154464;4750000
4;1;3;52;11,5;55,49851;36,91624;4750000
2;2;3;68;13;55,498036;36,919042;4750000
1;2;3;68;13;55,498036;36,919042;4750000
2;3;3;71,4;13,4;55,49799;36,921135;4750000
3;5;12;35,4;10;56,008696;37,203692;4750000
3;15;17;29,3;4;55,52014;37,347871;4750000
3;11;16;37,7;10;55,514947;37,570869;4750000
3;1;5;43;6;55,448857;37,512272;4750000
5;16;18;32;8;55,968;37,150583;4770000
3;2;9;31,1;6;55,637154;37,801934;4780000
3;20;22;38;9,3;55,993419;37,189301;4790000
2;1;3;35;8;55,564781;37,341924;4799000
2;1;4;45,1;4;55,41332;37,190846;4799000
5;14;14;38;8;55,988328;37,145921;4800000
5;16;17;27;4;55,52014;37,347871;4800000
5;8;23;26;7;55,578284;37,482663;4800000
2;1;12;30;8;55,781388;37,724957;4800000
4;1;14;33,5;8,2;55,708278;37,828901;4800000
3;14;16;35;8;55,630507;37,798637;4800000
3;2;5;29;6;55,977823;37,17155;4800000
3;2;14;38,1;8;55,988117;37,157159;4800000
3;3;14;41,4;8,6;55,986229;37,162746;4800000
5;1;25;26;8;55,577841;37,478962;4800000
2;1;3;35;8;55,564781;37,341924;4800000
2;1;3;35;8;55,564781;37,341924;4800000
5;7;8;44;12,4;55,62635;37,310932;4800000
2;2;4;38,4;9,8;55,520706;37,214858;4800000
1;11;19;41;12;55,492212;37,314813;4800000
2;4;5;19;3;55,845739;37,582565;4800000
5;3;30;25;6;55,717533;37,699705;4800000
4;1;14;34;8,2;55,708278;37,828901;4800000
3;1;12;35;9,8;55,634725;37,796876;4800000
3;8;12;30,1;6,7;55,592591;37,664815;4800000
3;8;12;35,1;7,5;55,580991;37,669297;4800000
4;1;12;34,7;7;56,009391;37,206207;4800000
3;1;10;37,2;8;55,982457;37,160222;4800000
5;1;14;37,2;7,9;55,982708;37,147798;4800000
5;1;17;37;8;55,97337;37,151005;4800000
3;4;12;37;7;56,008696;37,203692;4800000
3;2;12;39,1;9;55,982779;37,179796;4800000
3;16;17;27;3,4;55,52014;37,347871;4800000
2;4;4;30,4;6;55,513428;37,534712;4800000
3;11;16;34,9;9,9;55,500412;37,326312;4800000
3;3;5;31;9;55,491855;37,303117;4800000
3;8;12;32,3;6;55,47102;37,295113;4800000
5;12;16;42,7;11;55,430998;36,865036;4800000
3;3;5;54,6;9;55,374754;37,381342;4800000
3;17;17;31,3;7,9;55,703951;37,946886;4820000
3;10;17;32,8;7,9;55,702982;37,948844;4830000
3;10;17;32,8;7,9;55,702982;37,948844;4830100
3;11;17;32,8;7,9;55,702982;37,948844;4830200
1;2;14;36;10;55,501473;37,520752;4849000
2;1;5;25,2;2;55,735976;37,657817;4850000
3;9;17;37;8;55,982623;37,156467;4850000
4;1;4;45;6;55,413842;37,193415;4850000
2;2;3;75;8;55,495838;36,914371;4850000
1;5;22;34;10;55,504206;37,539042;4850000
3;1;5;31,5;7,5;55,492186;37,304087;4850000
3;5;5;47;6;55,316954;37,178727;4850000
1;1;3;67,4;14;55,495848;36,916419;4850000
2;2;5;17,6;2;55,767894;37,66592;4890000
2;4;5;13;2;55,807107;37,800299;4890000
5;9;25;26;7;55,578218;37,47775;4890000
1;8;23;27,7;5;55,634237;37,332169;4899000
2;1;4;34;6;55,819752;37,870843;4899000
6;4;7;18,8;3;55,736995;37,690489;4899899
2;2;5;17,4;3;55,811467;37,790552;4900000
5;9;19;28,5;3,9;55,706284;37,935774;4900000
2;1;14;41;8,1;55,996998;37,229581;4900000
1;5;22;34;10;55,504206;37,539042;4900000
2;4;4;38;12;55,493227;37,505121;4900000
5;12;16;35,4;9;55,490366;37,300862;4900000
3;3;5;54,6;7;55,374754;37,381342;4900000
2;6;6;23,3;2;55,790879;37,818957;4900000
2;3;5;42;6;55,682991;37,741953;4900000
2;5;5;55;6;55,719394;37,72776;4900000
3;2;12;35,5;7,7;55,585158;37,662326;4900000
3;1;15;48,7;12,2;55,551049;37,571902;4900000
2;7;11;33;7,2;56,00236;37,207617;4900000
3;1;14;38,9;9;55,986032;37,147709;4900000
5;1;14;39;9,6;55,986032;37,147709;4900000
5;24;25;26,8;5,5;55,565127;37,476743;4900000
5;8;8;25;3;55,555;37,467221;4900000
1;5;9;33;8,7;55,592637;37,461122;4900000
2;2;5;42;5,2;55,487494;37,500207;4900000
4;12;16;36;9;55,470928;37,299766;4900000
2;5;5;54;7,7;55,721057;37,571327;4900000
3;5;9;25;5;55,750976;37,8343;4900000
3;7;9;26;6;55,721731;37,822307;4900000
3;1;9;26;5,5;55,721128;37,82175;4900000
3;11;17;32,7;7,9;55,704159;37,945916;4900000
3;3;9;32,6;8;55,579653;37,645842;4900000
4;2;12;37;10;55,998851;37,198571;4900000
3;3;12;39;9;55,982779;37,179796;4900000
3;1;14;38,9;9,6;55,986032;37,147709;4900000
3;4;17;38;9;55,977954;37,156467;4900000
5;10;24;20,3;5,5;55,616671;37,418362;4900000
2;2;5;31;6;55,506989;37,56865;4900000
5;5;13;36,9;11;55,625613;37,303988;4900000
1;3;12;38,2;10;55,548951;37,312334;4900000
2;2;5;42;6;55,487494;37,500207;4900000
2;2;5;41,6;5,2;55,487494;37,500207;4900000
5;11;21;46;14;55,494706;37,553136;4900000
3;4;4;31;6;55,491625;37,306108;4900000
1;2;3;52;10,2;55,497409;36,912557;4900000
4;2;3;69;9,6;55,49875;36,919024;4900000
5;10;17;36;10;55,70077;37,938127;4930000
3;18;25;40,73;10,2;55,860746;37,372431;4930000
5;2;25;41,1;10,9;55,592108;37,373563;4932000
5;2;25;41,1;10,9;55,592108;37,373563;4932000
5;9;14;36,3;17,1;55,559196;37,493111;4934000
5;10;17;25;8;55,670844;37,775433;4940000
5;10;17;25,1;6;55,670844;37,775433;4940000
3;2;9;31,1;6;55,637154;37,801934;4950000
3;9;9;32,8;6,7;55,634375;37,795232;4950000
3;7;9;26;5,8;55,583749;37,666459;4950000
3;2;14;38,1;8;55,988117;37,157159;4950000
5;5;14;38;8;55,972398;37,150188;4950000
3;2;15;19;4;55,61903;37,412936;4950000
5;13;25;32;9;55,577566;37,48269;4950000
3;4;9;37;9;55,516405;37,53561;4950000
3;11;16;37,7;10;55,514947;37,570869;4950000
2;2;5;41,6;5,2;55,487494;37,500207;4950000
3;7;9;19;4;55,869319;37,500324;4950000
3;2;9;32;6;55,637154;37,801934;4950000
5;2;17;35;12;55,703261;37,947838;4950000
3;9;9;33;7;56,004529;37,198832;4950000
5;12;21;22;5;55,578218;37,47775;4950000
3;4;14;25;5;55,554236;37,465838;4950000
5;13;19;32;9;55,577566;37,48269;4950000
1;8;24;32;16;55,577566;37,48269;4950000
2;3;3;70;25;55,496266;37,543659;4950000
3;14;15;36,4;11;55,486265;37,303935;4950000
2;2;9;32;6;56,003361;37,203332;4950000
4;3;12;35,2;10;55,979918;37,176203;4950000
3;12;17;35,6;8;55,997884;37,20989;4950000
5;10;25;25,3;2;55,577841;37,478962;4950000
3;11;16;37,7;10;55,514947;37,570869;4950000
3;11;16;38;10;55,514947;37,570869;4950000
2;2;5;42;5,5;55,487494;37,500207;4950000
5;7;23;28;5;55,634496;37,32659;4960000
5;2;25;41,4;10;55,592108;37,373563;4968000
5;2;25;41,2;10;55,592108;37,373563;4968000
2;5;5;55;6;55,719394;37,72776;4970000
2;5;5;55;5,7;55,719394;37,72776;4970000
3;1;17;36,7;8;55,97337;37,151005;4970000
2;5;15;23;4;55,554308;37,465532;4980000
3;6;9;33,7;7,5;55,486841;37,303485;4980000
1;3;5;110;24;55,348647;37,338987;4980000
5;9;21;38,6;9;55,878804;37,729988;4980000
3;6;17;40;8;55,504399;37,597279;4990000
5;11;12;54,2;9,5;55,548706;37,311112;4990000
5;5;17;33;11;55,542813;37,477929;4990000
5;3;3;63;10;55,580594;37,158704;4990000
5;2;4;56;10;55,536278;37,160141;4990000
1;2;9;73;17,1;55,420352;37,411777;4990000
4;5;12;35;8;55,586146;37,662668;4990000
5;16;17;38;8;55,984562;37,156413;4990000
5;5;19;43;10;55,592581;37,20689;4990000
5;6;19;45;12;55,592581;37,20689;4990000
5;4;17;40;9;55,492212;37,314813;4990000
5;4;18;24;4;55,540949;37,486544;4999000
3;8;17;31;7,9;55,703951;37,946886;4999000
3;7;9;33;6;55,576808;37,65169;4999000
5;2;24;25;4,5;55,578218;37,47775;4999000
2;8;9;73;12;55,420352;37,411777;4999000
2;2;14;51,3;13,6;55,47198;37,544234;4999999
2;8;9;45;12,7;55,419141;37,40424;4999999
5;16;18;29;6;55,966519;37,155668;4999999
2;2;5;24;3;55,624749;37,648609;4999999
3;3;9;32,5;6;55,579653;37,645842;4999999
2;2;5;17,5;4;55,766734;37,727427;5000000
5;7;9;33;6,5;55,694317;37,823924;5000000
2;1;15;21;2;55,633333;37,664177;5000000
5;9;25;24,2;4;55,565127;37,476743;5000000
3;9;16;37,8;9,3;55,500341;37,32756;5000000
5;9;16;41;12;55,568354;37,495761;5000000
3;2;5;52,5;8,5;55,431908;37,36511;5000000
2;4;5;19;3;55,845739;37,582565;5000000
5;9;21;38,6;9;55,878804;37,729988;5000000
3;8;23;38;12;55,870713;37,71371;5000000
2;6;6;19;3;55,790879;37,818957;5000000
2;6;6;20,2;3;55,790879;37,818957;5000000
3;1;9;33;6;55,825057;37,817232;5000000
4;1;12;28;7;55,707096;37,816962;5000000
2;4;4;32;6;55,641707;37,790291;5000000
3;6;9;45,3;8;55,685173;37,927204;5000000
3;1;9;30;6,2;55,593502;37,649103;5000000
4;3;9;33;6;55,591788;37,667528;5000000
3;1;12;23,4;4;55,804263;37,395158;5000000
5;12;16;30;9;55,966519;37,155668;5000000
3;8;9;34;8;56,000346;37,210734;5000000
3;3;12;39;9;55,982779;37,179796;5000000
3;2;24;25,2;7;55,578218;37,47775;5000000
5;10;25;25,2;2;55,577841;37,478962;5000000
1;7;7;32;10;55,585347;37,12579;5000000
1;7;8;33,5;14,5;55,584594;37,126418;5000000
2;1;9;37;12;55,485428;37,499579;5000000
5;2;21;35;10;55,493502;37,551564;5000000
5;9;16;41;12;55,568354;37,495761;5000000
5;13;21;40;10;55,493502;37,551564;5000000
5;2;3;43,2;5;55,589478;37,113411;5000000
3;4;5;48,4;9,4;55,51697;37,534631;5000000
5;5;25;61,3;11,5;55,492054;37,327174;5000000
3;1;5;45;6,5;55,325431;37,163429;5000000
2;4;5;18;3;55,846194;37,581146;5000000
2;4;4;24,8;3;55,860605;37,65452;5000000
2;4;5;25;6;55,85968;37,656299;5000000
4;16;17;39;4;55,849221;37,586607;5000000
5;2;6;40;7;55,888952;37,639779;5000000
4;1;5;21;3;55,820319;37,713135;5000000
2;4;5;24,5;3;55,825826;37,759803;5000000
3;4;5;24,5;2,8;55,825826;37,759803;5000000
6;1;12;26,2;4;55,781388;37,724957;5000000
6;1;12;26;4;55,781388;37,724957;5000000
3;2;9;32,6;6;55,592546;37,647989;5000000
4;12;14;35;10;55,591101;37,64622;5000000
4;1;14;35,2;9,6;55,580788;37,646525;5000000
3;9;9;28;6,5;55,626787;37,482115;5000000
3;1;9;33,5;8,5;55,537567;37,578855;5000000
2;4;14;34;9;55,998161;37,228566;5000000
3;17;17;36,7;7,8;55,998227;37,210106;5000000
4;2;16;35;7;55,979772;37,178916;5000000
3;3;14;39;8,6;55,988097;37,148706;5000000
5;19;21;24,5;7,4;55,577266;37,480552;5000000
3;9;17;30;4;55,52014;37,347871;5000000
5;2;12;33;11;55,518117;37,355139;5000000
2;1;9;37;7,5;55,620875;37,468991;5000000
5;9;16;41;12;55,568354;37,495761;5000000
5;2;3;43,2;5;55,589478;37,113411;5000000
2;3;3;44,6;7;55,525405;37,445365;5000000
5;8;16;61,3;11,5;55,521104;37,355201;5000000
5;1;3;62,35;10,1;55,580289;37,158686;5000000
2;5;9;37,5;7;55,477184;37,30645;5000000
4;7;16;39,2;9;55,470928;37,299766;5000000
3;2;5;52,5;6;55,431908;37,36511;5000000
2;6;9;52;11,3;55,420352;37,411777;5000000
3;3;5;55;8,6;55,37437;37,379878;5000000
5;2;4;78;9;55,214512;37,068073;5000000
4;3;12;27;7,5;55,594204;37,670905;5025000
2;8;9;73;14;55,420352;37,411777;5025000
5;2;25;42;11,8;55,592108;37,373563;5040000
5;3;17;25,4;8,3;55,669904;37,77299;5050000
4;1;12;36;9,5;55,612573;37,307788;5050000
3;1;12;35;10;55,612573;37,307788;5050000
5;2;16;40,4;10;55,966912;37,150646;5050000
2;2;9;73;13,1;55,420352;37,411777;5050000
3;7;9;25;6;55,86844;37,568318;5050000
5;14;17;36,7;8,5;55,978236;37,15079;5050000
4;1;12;39;9;55,586252;37,674247;5070000
2;1;5;17,4;1,4;55,770466;37,604286;5090000
2;1;5;30,3;5;55,79936;37,786959;5090000
1;5;15;23;3;55,554236;37,465838;5090000
3;16;16;39,2;12,7;55,867041;37,709596;5096000
1;12;14;26,3;8;55,670844;37,775433;5099000
5;6;16;35;9;55,966912;37,150646;5099999
3;2;9;33;5;55,592546;37,647989;5099999
3;7;9;27;6;55,86844;37,568318;5100000
3;1;9;31;6;55,740401;37,834578;5100000
3;8;9;33;7;55,741541;37,826988;5100000
3;6;9;33;6;55,773439;37,837543;5100000
3;10;17;32,4;7,8;55,703951;37,946886;5100000
2;5;5;33;6;55,722837;37,783967;5100000
3;4;9;32,6;6;55,591788;37,667528;5100000
3;12;12;53;8,5;55,581378;37,675343;5100000
3;10;24;38;10,2;55,862681;37,37244;5100000
5;3;17;39;8,5;55,97676;37,150691;5100000
1;2;16;20,5;3;55,565743;37,492221;5100000
5;5;18;25;3;55,541239;37,479888;5100000
5;2;5;33;11;55,516119;37,348545;5100000
5;3;5;53;9;55,523519;37,221514;5100000
3;1;5;30,7;5,5;55,807769;37,764636;5100000
3;7;12;42;9;55,631915;37,801305;5100000
5;7;25;20;5,1;55,599235;37,727373;5100000
4;9;12;35;6;55,597851;37,666225;5100000
5;2;11;35;8,5;55,96531;37,155901;5100000
3;17;17;37;9;56,000396;37,208767;5100000
3;4;14;39;8,6;55,977471;37,184027;5100000
3;8;14;40;9;55,987341;37,147789;5100000
5;4;21;24;5;55,578218;37,47775;5100000
5;2;24;25,2;8;55,578218;37,47775;5100000
3;4;9;25;6;55,540949;37,486544;5100000
3;4;9;35,1;9;55,516405;37,53561;5100000
5;2;16;36,5;12,4;55,55114;37,508176;5100000
5;9;12;36,4;11,3;55,505014;37,521158;5100000
2;5;5;43;6;55,506903;37,569548;5100000
5;11;12;52;10;55,549786;37,312999;5100000
1;1;5;57;10;55,582875;37,464333;5100000
3;1;9;33;7;55,873622;37,711949;5100000
2;1;5;18;6;55,766344;37,726754;5100000
2;1;5;18;3;55,766344;37,726754;5100000
3;8;9;32,7;7;55,741541;37,826988;5100000
3;4;9;33;6;55,814366;37,826925;5100000
3;10;17;32,8;8;55,701815;37,942727;5100000
3;10;17;32,4;7,8;55,703951;37,946886;5100000
3;15;17;32,3;7,8;55,703951;37,946886;5100000
3;2;17;35;9;55,702784;37,946625;5100000
3;6;9;32,6;6,7;55,579653;37,645842;5100000
3;12;12;35,6;7,3;55,580635;37,668076;5100000
4;7;10;39;12;55,578294;37,655841;5100000
3;3;12;34,3;6,5;55,612263;37,306055;5100000
4;9;12;34,8;9,7;55,995403;37,221604;5100000
3;14;16;35;10;55,999279;37,188636;5100000
3;2;22;36,9;8;55,985735;37,177021;5100000
3;6;17;39;8,5;55,986042;37,158722;5100000
5;6;17;39;8,5;55,986042;37,158722;5100000
3;11;14;39;9;55,988485;37,154248;5100000
3;5;17;38;8,4;55,985685;37,156907;5100000
3;2;14;40,7;8,3;55,991319;37,226365;5100000
5;4;8;22,8;3,1;55,555;37,467221;5100000
1;14;15;26;3;55,554236;37,465838;5100000
5;3;10;27,2;6,9;55,542126;37,490209;5100000
5;8;14;30;7;55,61781;37,264481;5100000
1;2;14;32,3;7,2;55,567295;37,497584;5100000
5;11;13;35,1;5,2;55,518117;37,355139;5100000
5;3;16;39;11;55,567097;37,496713;5100000
5;15;16;45;12;55,430998;36,865036;5100000
3;2;5;52,5;8,5;55,431908;37,36511;5100000
3;5;9;53,9;6,9;55,428562;36,865647;5100000
5;4;10;26;4;55,920971;37,556936;5110000
3;7;17;35,5;9,4;55,704697;37,945466;5110375
5;7;17;30;6;55,680686;37,696274;5128000
5;4;9;48,35;16,6;55,554094;37,314768;5134770
3;4;17;35,6;10,2;55,702637;37,94305;5142856
3;6;17;35,6;10,2;55,702637;37,94305;5142856
3;6;17;35,6;10,2;55,702637;37,94305;5142856
1;7;9;73;13;55,420352;37,411777;5149000
2;3;5;18;2;55,807107;37,800299;5150000
2;2;9;19,6;3;55,80481;37,726313;5150000
3;7;12;34,8;9;55,581383;37,670429;5150000
2;1;5;15,4;1,2;55,771499;37,623932;5150000
4;1;9;33;6;55,827909;37,766639;5150000
3;6;9;31,2;6;55,57661;37,653011;5150000
3;3;9;33;7;55,579653;37,645842;5150000
3;6;9;33;7;55,579653;37,645842;5150000
3;1;16;35,3;9,3;55,578869;37,68306;5150000
3;2;17;38,5;7,5;55,504399;37,597279;5150000
2;3;9;21;3;55,723998;37,403648;5150000
5;12;24;35;10;55,577292;37,480148;5150000
2;2;4;40;10;55,493227;37,505121;5150000
3;4;5;44;6;55,511608;37,564257;5150000
3;8;9;33;6;55,741541;37,826988;5150000
3;8;9;33;7;55,741541;37,826988;5150000
3;8;9;33;7;55,741541;37,826988;5150000
3;6;17;37,7;7,4;55,684097;37,926593;5150000
3;9;12;38,9;8,6;55,633404;37,797595;5150000
4;6;9;33;6;55,586476;37,643031;5150000
3;2;9;34;6;55,592546;37,647989;5150000
5;6;17;37;8;55,978236;37,15079;5150000
3;11;17;48,2;10;56,000099;37,208533;5150000
4;19;22;22;5;55,576874;37,481585;5150000
5;1;11;25;6;55,578218;37,47775;5150000
5;10;25;25,2;6;55,577841;37,478962;5150000
5;1;7;42;14,3;55,584889;37,128332;5150000
3;5;5;29,9;9;55,492186;37,304087;5150000
3;9;16;35,5;9;55,490758;37,296505;5150000
2;5;9;48;9;55,419999;37,41025;5150000
1;2;9;72,9;13,3;55,420352;37,411777;5150000
3;4;17;37;6,9;55,701587;37,946598;5168000
3;1;16;35,3;9,2;55,578869;37,68306;5170000
3;12;17;35,8;10,2;55,702637;37,94305;5171608
5;4;9;48,35;5,2;55,554094;37,314768;5185538
3;5;15;37,8;7,2;55,504399;37,580948;5190000
2;1;8;23;6;55,783554;37,571812;5190000
3;8;9;32,6;5,7;55,597124;37,668552;5190000
3;1;9;35;6;55,735165;37,82264;5199000
2;3;5;26;4;55,625328;37,649112;5199000
5;2;14;46;6;55,541677;37,456927;5199000
5;9;24;26;6;55,578218;37,47775;5199000
3;4;5;30,5;5,8;55,825553;37,75187;5200000
3;3;9;33;6;55,776026;37,820807;5200000
3;7;9;33;7;55,825057;37,817232;5200000
4;9;9;31,7;6;55,697879;37,785;5200000
3;1;12;32;7;55,633414;37,801107;5200000
3;1;9;32;6;55,591894;37,662416;5200000
5;11;17;33;7,5;55,581739;37,691243;5200000
3;9;9;30;6;55,626787;37,482115;5200000
3;15;17;37,9;7,4;55,504899;37,594567;5200000
5;12;21;23,54;2;55,82625;37,428558;5200000
3;11;17;34;9;55,520395;37,355165;5200000
5;12;16;38;11,5;55,567097;37,496713;5200000
2;5;5;43,8;8;55,475582;37,543003;5200000
3;8;16;34,1;8,9;55,486821;37,30689;5200000
5;12;17;38;10;55,490447;37,307124;5200000
2;6;9;26,5;6;55,802917;37,770178;5200000
3;1;9;33;6;55,722968;37,805545;5200000
3;7;9;33;7;55,741541;37,826988;5200000
3;8;9;33;6,7;55,741541;37,826988;5200000
3;9;9;35;7;55,782344;37,835944;5200000
5;3;17;23;6;55,670844;37,775433;5200000
5;7;17;25;5;55,670844;37,775433;5200000
2;5;9;30,5;6,5;55,635559;37,795565;5200000
3;5;9;32;7,2;55,633414;37,801107;5200000
3;8;9;33;6,6;55,696499;37,825514;5200000
3;2;12;35;9;55,670991;37,72334;5200000
3;7;17;38;9;55,687005;37,923574;5200000
3;6;17;39;8;55,699548;37,936699;5200000
2;4;9;21,7;4;55,621384;37,6577;5200000
3;7;9;28;6;55,583749;37,666459;5200000
3;7;9;28;8;55,583749;37,666459;5200000
3;8;12;30,1;6,7;55,592591;37,664815;5200000
3;4;9;33;7;55,579653;37,645842;5200000
3;5;9;33;8;55,537567;37,578855;5200000
3;15;15;39;10;55,505164;37,576492;5200000
3;3;16;39;9,5;55,501488;37,575459;5200000
3;4;17;41,9;9;55,503589;37,583293;5200000
3;4;17;41,6;9;55,503589;37,583293;5200000
2;11;17;40;8;55,50366;37,599516;5200000
2;4;5;40,8;5,6;55,611872;37,30168;5200000
4;3;14;35;9,5;56,010563;37,20945;5200000
5;6;16;35;8,7;55,966912;37,150646;5200000
4;3;14;35;9,5;56,010563;37,20945;5200000
5;7;14;40;8;55,987462;37,146226;5200000
5;3;14;40;9;55,987462;37,146226;5200000
1;3;15;24;3;55,554236;37,465838;5200000
5;7;15;23;7;55,555;37,467221;5200000
1;7;24;31,9;8,8;55,578218;37,47775;5200000
5;12;17;33;5;55,620433;37,26528;5200000
5;12;16;38;11,5;55,567097;37,496713;5200000
5;1;3;43,6;3,5;55,589478;37,113411;5200000
5;2;3;61;11;55,580508;37,159207;5200000
3;4;5;53;8,8;55,374754;37,381342;5200000
3;1;5;60,6;6;55,314223;37,175404;5200000
1;8;9;73;13,1;55,420352;37,411777;5200000
5;2;18;32,7;10;55,849069;37,62422;5200000
6;1;5;15;2;55,790879;37,818957;5200000
4;1;5;24,1;6;55,793283;37,726412;5200000
4;1;12;28;6;55,821259;37,788216;5200000
6;1;12;27,3;5;55,781388;37,724957;5200000
6;1;12;28,5;6;55,781388;37,724957;5200000
3;4;5;31;7;55,827843;37,761249;5200000
3;1;14;31,7;8,4;55,740588;37,850559;5200000
3;1;9;33;7;55,711153;37,86275;5200000
3;17;17;32;8;55,704022;37,948;5200000
3;1;9;32;7,3;55,733847;37,746804;5200000
3;17;17;32,4;8;55,704022;37,948;5200000
2;1;8;30;6;55,724662;37,766262;5200000
5;9;9;32,6;6;55,694895;37,818939;5200000
3;17;17;38,3;8,6;55,681275;37,926862;5200000
3;7;9;32;6,5;55,58152;37,644971;5200000
3;6;12;31,2;7;55,593868;37,651062;5200000
3;12;12;33;6,5;55,588221;37,644737;5200000
3;12;12;36,5;6,5;55,582263;37,655688;5200000
4;5;12;37;7;55,591543;37,671615;5200000
5;2;16;20,1;5;55,555311;37,554044;5200000
5;30;33;21,1;5;55,555596;37,557188;5200000
3;3;17;38;8;55,504899;37,594567;5200000
3;3;16;39;10;55,501488;37,575459;5200000
3;14;15;38;7,2;55,504399;37,580948;5200000
3;6;12;28,9;5,2;55,827788;37,350404;5200000
3;1;16;34,4;9;55,98228;37,18489;5200000
3;10;16;34,5;9,6;55,983187;37,185186;5200000
3;21;22;36;9,2;55,997859;37,18701;5200000
5;8;25;37;9;55,966912;37,150646;5200000
5;10;17;38;8,3;55,985091;37,156961;5200000
5;10;17;38;8,3;55,985091;37,156961;5200000
3;10;22;38;10;55,993681;37,192085;5200000
3;6;14;38,9;8,6;55,994622;37,16987;5200000
3;2;14;40;9;55,986032;37,147709;5200000
2;5;12;31;8;55,503405;37,334899;5200000
2;9;9;33,2;7;55,621028;37,471273;5200000
3;2;16;35;11;55,597063;37,353647;5200000
3;2;16;35;10;55,597063;37,353647;5200000
5;5;15;37;9,6;55,549781;37,50973;5200000
2;5;5;39;6;55,485413;37,495096;5200000
3;5;5;43,8;6;55,475582;37,543003;5200000
2;1;5;48;6;55,602942;37,171514;5200000
3;1;5;31;6,6;55,490927;37,304123;5200000
2;9;9;33,5;9,2;55,474077;37,302183;5200000
3;16;16;36,8;10;55,46926;37,29284;5200000
5;12;16;38,3;9;55,490758;37,296505;5200000
1;3;19;40;10;55,492212;37,314813;5200000
3;4;5;44,3;6;55,431427;37,272583;5200000
3;5;5;43;6;55,412114;37,186606;5200000
2;3;3;52,5;11,5;55,499479;36,921046;5200000
3;2;5;50,3;8,4;55,323951;37,162459;5200000
